, ID,Date,Q_cms
1961-08-31,08HA011,1961/08/31,2.46
1961-09-01,08HA011,1961/09/01,3.06
1961-09-02,08HA011,1961/09/02,3.31
1961-09-03,08HA011,1961/09/03,3.4
1961-09-04,08HA011,1961/09/04,4.25
1961-09-05,08HA011,1961/09/05,4.25
1961-09-06,08HA011,1961/09/06,4.08
1961-09-07,08HA011,1961/09/07,3.65
1961-09-08,08HA011,1961/09/08,3.99
1961-09-09,08HA011,1961/09/09,3.31
1961-09-10,08HA011,1961/09/10,3.06
1961-09-11,08HA011,1961/09/11,3.14
1961-09-12,08HA011,1961/09/12,2.8
1961-09-13,08HA011,1961/09/13,3.82
1961-09-14,08HA011,1961/09/14,3.57
1961-09-15,08HA011,1961/09/15,3.91
1961-09-16,08HA011,1961/09/16,3.99
1961-09-17,08HA011,1961/09/17,3.82
1961-09-18,08HA011,1961/09/18,4.08
1961-09-19,08HA011,1961/09/19,4.25
1961-09-20,08HA011,1961/09/20,4.08
1961-09-21,08HA011,1961/09/21,8.21
1961-09-22,08HA011,1961/09/22,22.0
1961-09-23,08HA011,1961/09/23,15.7
1961-09-24,08HA011,1961/09/24,14.8
1961-09-25,08HA011,1961/09/25,15.9
1961-09-26,08HA011,1961/09/26,16.2
1961-09-27,08HA011,1961/09/27,16.5
1961-09-28,08HA011,1961/09/28,16.5
1961-09-29,08HA011,1961/09/29,16.7
1961-09-30,08HA011,1961/09/30,15.9
1961-10-01,08HA011,1961/10/01,
1961-10-02,08HA011,1961/10/02,
1961-10-03,08HA011,1961/10/03,
1961-10-04,08HA011,1961/10/04,
1961-10-05,08HA011,1961/10/05,
1961-10-06,08HA011,1961/10/06,
1961-10-07,08HA011,1961/10/07,
1961-10-08,08HA011,1961/10/08,
1961-10-09,08HA011,1961/10/09,
1961-10-10,08HA011,1961/10/10,
1961-10-11,08HA011,1961/10/11,
1961-10-12,08HA011,1961/10/12,
1961-10-13,08HA011,1961/10/13,
1961-10-14,08HA011,1961/10/14,
1961-10-15,08HA011,1961/10/15,
1961-10-16,08HA011,1961/10/16,
1961-10-17,08HA011,1961/10/17,
1961-10-18,08HA011,1961/10/18,
1961-10-19,08HA011,1961/10/19,
1961-10-20,08HA011,1961/10/20,
1961-10-21,08HA011,1961/10/21,
1961-10-22,08HA011,1961/10/22,
1961-10-23,08HA011,1961/10/23,
1961-10-24,08HA011,1961/10/24,
1961-10-25,08HA011,1961/10/25,
1961-10-26,08HA011,1961/10/26,
1961-10-27,08HA011,1961/10/27,
1961-10-28,08HA011,1961/10/28,
1961-10-29,08HA011,1961/10/29,
1961-10-30,08HA011,1961/10/30,
1961-10-31,08HA011,1961/10/31,
1961-11-01,08HA011,1961/11/01,
1961-11-02,08HA011,1961/11/02,
1961-11-03,08HA011,1961/11/03,
1961-11-04,08HA011,1961/11/04,
1961-11-05,08HA011,1961/11/05,
1961-11-06,08HA011,1961/11/06,
1961-11-07,08HA011,1961/11/07,
1961-11-08,08HA011,1961/11/08,
1961-11-09,08HA011,1961/11/09,
1961-11-10,08HA011,1961/11/10,
1961-11-11,08HA011,1961/11/11,
1961-11-12,08HA011,1961/11/12,
1961-11-13,08HA011,1961/11/13,
1961-11-14,08HA011,1961/11/14,
1961-11-15,08HA011,1961/11/15,
1961-11-16,08HA011,1961/11/16,
1961-11-17,08HA011,1961/11/17,
1961-11-18,08HA011,1961/11/18,
1961-11-19,08HA011,1961/11/19,
1961-11-20,08HA011,1961/11/20,
1961-11-21,08HA011,1961/11/21,
1961-11-22,08HA011,1961/11/22,
1961-11-23,08HA011,1961/11/23,
1961-11-24,08HA011,1961/11/24,
1961-11-25,08HA011,1961/11/25,
1961-11-26,08HA011,1961/11/26,
1961-11-27,08HA011,1961/11/27,
1961-11-28,08HA011,1961/11/28,
1961-11-29,08HA011,1961/11/29,
1961-11-30,08HA011,1961/11/30,
1961-12-01,08HA011,1961/12/01,86.4
1961-12-02,08HA011,1961/12/02,89.2
1961-12-03,08HA011,1961/12/03,94.9
1961-12-04,08HA011,1961/12/04,101.0
1961-12-05,08HA011,1961/12/05,108.0
1961-12-06,08HA011,1961/12/06,112.0
1961-12-07,08HA011,1961/12/07,105.0
1961-12-08,08HA011,1961/12/08,99.1
1961-12-09,08HA011,1961/12/09,93.4
1961-12-10,08HA011,1961/12/10,86.4
1961-12-11,08HA011,1961/12/11,79.0
1961-12-12,08HA011,1961/12/12,73.1
1961-12-13,08HA011,1961/12/13,70.8
1961-12-14,08HA011,1961/12/14,66.0
1961-12-15,08HA011,1961/12/15,63.7
1961-12-16,08HA011,1961/12/16,60.3
1961-12-17,08HA011,1961/12/17,62.0
1961-12-18,08HA011,1961/12/18,58.6
1961-12-19,08HA011,1961/12/19,62.3
1961-12-20,08HA011,1961/12/20,68.0
1961-12-21,08HA011,1961/12/21,77.0
1961-12-22,08HA011,1961/12/22,113.0
1961-12-23,08HA011,1961/12/23,123.0
1961-12-24,08HA011,1961/12/24,133.0
1961-12-25,08HA011,1961/12/25,121.0
1961-12-26,08HA011,1961/12/26,113.0
1961-12-27,08HA011,1961/12/27,106.0
1961-12-28,08HA011,1961/12/28,104.0
1961-12-29,08HA011,1961/12/29,118.0
1961-12-30,08HA011,1961/12/30,128.0
1961-12-31,08HA011,1961/12/31,137.0
1962-01-01,08HA011,1962/01/01,128.0
1962-01-02,08HA011,1962/01/02,151.0
1962-01-03,08HA011,1962/01/03,212.0
1962-01-04,08HA011,1962/01/04,190.0
1962-01-05,08HA011,1962/01/05,183.0
1962-01-06,08HA011,1962/01/06,176.0
1962-01-07,08HA011,1962/01/07,164.0
1962-01-08,08HA011,1962/01/08,159.0
1962-01-09,08HA011,1962/01/09,153.0
1962-01-10,08HA011,1962/01/10,137.0
1962-01-11,08HA011,1962/01/11,134.0
1962-01-12,08HA011,1962/01/12,125.0
1962-01-13,08HA011,1962/01/13,112.0
1962-01-14,08HA011,1962/01/14,106.0
1962-01-15,08HA011,1962/01/15,100.0
1962-01-16,08HA011,1962/01/16,87.8
1962-01-17,08HA011,1962/01/17,82.1
1962-01-18,08HA011,1962/01/18,75.0
1962-01-19,08HA011,1962/01/19,69.1
1962-01-20,08HA011,1962/01/20,63.7
1962-01-21,08HA011,1962/01/21,60.0
1962-01-22,08HA011,1962/01/22,56.9
1962-01-23,08HA011,1962/01/23,53.0
1962-01-24,08HA011,1962/01/24,50.7
1962-01-25,08HA011,1962/01/25,50.4
1962-01-26,08HA011,1962/01/26,53.2
1962-01-27,08HA011,1962/01/27,64.8
1962-01-28,08HA011,1962/01/28,65.4
1962-01-29,08HA011,1962/01/29,64.3
1962-01-30,08HA011,1962/01/30,62.6
1962-01-31,08HA011,1962/01/31,59.7
1962-02-01,08HA011,1962/02/01,58.6
1962-02-02,08HA011,1962/02/02,63.1
1962-02-03,08HA011,1962/02/03,64.8
1962-02-04,08HA011,1962/02/04,65.1
1962-02-05,08HA011,1962/02/05,62.6
1962-02-06,08HA011,1962/02/06,61.7
1962-02-07,08HA011,1962/02/07,60.3
1962-02-08,08HA011,1962/02/08,60.9
1962-02-09,08HA011,1962/02/09,62.3
1962-02-10,08HA011,1962/02/10,59.7
1962-02-11,08HA011,1962/02/11,57.5
1962-02-12,08HA011,1962/02/12,55.8
1962-02-13,08HA011,1962/02/13,53.5
1962-02-14,08HA011,1962/02/14,55.2
1962-02-15,08HA011,1962/02/15,52.4
1962-02-16,08HA011,1962/02/16,49.6
1962-02-17,08HA011,1962/02/17,48.1
1962-02-18,08HA011,1962/02/18,46.7
1962-02-19,08HA011,1962/02/19,44.5
1962-02-20,08HA011,1962/02/20,42.5
1962-02-21,08HA011,1962/02/21,41.6
1962-02-22,08HA011,1962/02/22,39.6
1962-02-23,08HA011,1962/02/23,37.4
1962-02-24,08HA011,1962/02/24,36.5
1962-02-25,08HA011,1962/02/25,34.8
1962-02-26,08HA011,1962/02/26,33.1
1962-02-27,08HA011,1962/02/27,31.4
1962-02-28,08HA011,1962/02/28,30.6
1962-03-01,08HA011,1962/03/01,29.7
1962-03-02,08HA011,1962/03/02,29.2
1962-03-03,08HA011,1962/03/03,28.3
1962-03-04,08HA011,1962/03/04,28.0
1962-03-05,08HA011,1962/03/05,29.4
1962-03-06,08HA011,1962/03/06,29.7
1962-03-07,08HA011,1962/03/07,29.7
1962-03-08,08HA011,1962/03/08,30.3
1962-03-09,08HA011,1962/03/09,30.0
1962-03-10,08HA011,1962/03/10,29.2
1962-03-11,08HA011,1962/03/11,28.6
1962-03-12,08HA011,1962/03/12,27.8
1962-03-13,08HA011,1962/03/13,27.1
1962-03-14,08HA011,1962/03/14,27.1
1962-03-15,08HA011,1962/03/15,27.6
1962-03-16,08HA011,1962/03/16,29.7
1962-03-17,08HA011,1962/03/17,29.2
1962-03-18,08HA011,1962/03/18,29.7
1962-03-19,08HA011,1962/03/19,30.0
1962-03-20,08HA011,1962/03/20,30.6
1962-03-21,08HA011,1962/03/21,31.7
1962-03-22,08HA011,1962/03/22,29.7
1962-03-23,08HA011,1962/03/23,37.7
1962-03-24,08HA011,1962/03/24,39.1
1962-03-25,08HA011,1962/03/25,41.3
1962-03-26,08HA011,1962/03/26,40.5
1962-03-27,08HA011,1962/03/27,38.8
1962-03-28,08HA011,1962/03/28,36.5
1962-03-29,08HA011,1962/03/29,32.8
1962-03-30,08HA011,1962/03/30,32.6
1962-03-31,08HA011,1962/03/31,34.0
1962-04-01,08HA011,1962/04/01,35.7
1962-04-02,08HA011,1962/04/02,35.1
1962-04-03,08HA011,1962/04/03,34.8
1962-04-04,08HA011,1962/04/04,34.8
1962-04-05,08HA011,1962/04/05,34.3
1962-04-06,08HA011,1962/04/06,41.6
1962-04-07,08HA011,1962/04/07,41.6
1962-04-08,08HA011,1962/04/08,41.6
1962-04-09,08HA011,1962/04/09,35.7
1962-04-10,08HA011,1962/04/10,36.0
1962-04-11,08HA011,1962/04/11,36.2
1962-04-12,08HA011,1962/04/12,35.7
1962-04-13,08HA011,1962/04/13,37.4
1962-04-14,08HA011,1962/04/14,38.2
1962-04-15,08HA011,1962/04/15,36.8
1962-04-16,08HA011,1962/04/16,36.2
1962-04-17,08HA011,1962/04/17,36.0
1962-04-18,08HA011,1962/04/18,35.1
1962-04-19,08HA011,1962/04/19,34.5
1962-04-20,08HA011,1962/04/20,33.7
1962-04-21,08HA011,1962/04/21,33.4
1962-04-22,08HA011,1962/04/22,33.1
1962-04-23,08HA011,1962/04/23,33.1
1962-04-24,08HA011,1962/04/24,40.8
1962-04-25,08HA011,1962/04/25,41.6
1962-04-26,08HA011,1962/04/26,44.2
1962-04-27,08HA011,1962/04/27,74.2
1962-04-28,08HA011,1962/04/28,66.5
1962-04-29,08HA011,1962/04/29,63.1
1962-04-30,08HA011,1962/04/30,65.1
1962-05-01,08HA011,1962/05/01,71.1
1962-05-02,08HA011,1962/05/02,69.9
1962-05-03,08HA011,1962/05/03,70.8
1962-05-04,08HA011,1962/05/04,68.0
1962-05-05,08HA011,1962/05/05,65.4
1962-05-06,08HA011,1962/05/06,66.0
1962-05-07,08HA011,1962/05/07,65.1
1962-05-08,08HA011,1962/05/08,60.3
1962-05-09,08HA011,1962/05/09,56.6
1962-05-10,08HA011,1962/05/10,56.4
1962-05-11,08HA011,1962/05/11,54.1
1962-05-12,08HA011,1962/05/12,52.1
1962-05-13,08HA011,1962/05/13,63.7
1962-05-14,08HA011,1962/05/14,47.3
1962-05-15,08HA011,1962/05/15,45.3
1962-05-16,08HA011,1962/05/16,43.6
1962-05-17,08HA011,1962/05/17,43.3
1962-05-18,08HA011,1962/05/18,40.8
1962-05-19,08HA011,1962/05/19,38.5
1962-05-20,08HA011,1962/05/20,37.4
1962-05-21,08HA011,1962/05/21,36.2
1962-05-22,08HA011,1962/05/22,36.0
1962-05-23,08HA011,1962/05/23,34.5
1962-05-24,08HA011,1962/05/24,32.0
1962-05-25,08HA011,1962/05/25,30.0
1962-05-26,08HA011,1962/05/26,28.3
1962-05-27,08HA011,1962/05/27,26.9
1962-05-28,08HA011,1962/05/28,25.6
1962-05-29,08HA011,1962/05/29,23.8
1962-05-30,08HA011,1962/05/30,19.9
1962-05-31,08HA011,1962/05/31,19.6
1962-06-01,08HA011,1962/06/01,20.1
1962-06-02,08HA011,1962/06/02,19.8
1962-06-03,08HA011,1962/06/03,19.4
1962-06-04,08HA011,1962/06/04,18.4
1962-06-05,08HA011,1962/06/05,16.5
1962-06-06,08HA011,1962/06/06,14.0
1962-06-07,08HA011,1962/06/07,13.6
1962-06-08,08HA011,1962/06/08,13.5
1962-06-09,08HA011,1962/06/09,13.3
1962-06-10,08HA011,1962/06/10,13.3
1962-06-11,08HA011,1962/06/11,13.5
1962-06-12,08HA011,1962/06/12,14.2
1962-06-13,08HA011,1962/06/13,14.8
1962-06-14,08HA011,1962/06/14,14.8
1962-06-15,08HA011,1962/06/15,12.5
1962-06-16,08HA011,1962/06/16,14.2
1962-06-17,08HA011,1962/06/17,14.7
1962-06-18,08HA011,1962/06/18,14.8
1962-06-19,08HA011,1962/06/19,15.0
1962-06-20,08HA011,1962/06/20,14.8
1962-06-21,08HA011,1962/06/21,14.3
1962-06-22,08HA011,1962/06/22,13.6
1962-06-23,08HA011,1962/06/23,13.1
1962-06-24,08HA011,1962/06/24,12.8
1962-06-25,08HA011,1962/06/25,11.8
1962-06-26,08HA011,1962/06/26,12.5
1962-06-27,08HA011,1962/06/27,12.5
1962-06-28,08HA011,1962/06/28,11.2
1962-06-29,08HA011,1962/06/29,10.9
1962-06-30,08HA011,1962/06/30,10.8
1962-07-01,08HA011,1962/07/01,10.9
1962-07-02,08HA011,1962/07/02,11.0
1962-07-03,08HA011,1962/07/03,11.8
1962-07-04,08HA011,1962/07/04,10.5
1962-07-05,08HA011,1962/07/05,10.6
1962-07-06,08HA011,1962/07/06,10.2
1962-07-07,08HA011,1962/07/07,8.78
1962-07-08,08HA011,1962/07/08,8.64
1962-07-09,08HA011,1962/07/09,8.5
1962-07-10,08HA011,1962/07/10,8.78
1962-07-11,08HA011,1962/07/11,11.0
1962-07-12,08HA011,1962/07/12,11.2
1962-07-13,08HA011,1962/07/13,11.3
1962-07-14,08HA011,1962/07/14,12.3
1962-07-15,08HA011,1962/07/15,11.3
1962-07-16,08HA011,1962/07/16,11.9
1962-07-17,08HA011,1962/07/17,14.3
1962-07-18,08HA011,1962/07/18,12.1
1962-07-19,08HA011,1962/07/19,12.3
1962-07-20,08HA011,1962/07/20,11.2
1962-07-21,08HA011,1962/07/21,10.9
1962-07-22,08HA011,1962/07/22,8.35
1962-07-23,08HA011,1962/07/23,7.93
1962-07-24,08HA011,1962/07/24,7.25
1962-07-25,08HA011,1962/07/25,6.8
1962-07-26,08HA011,1962/07/26,4.59
1962-07-27,08HA011,1962/07/27,4.76
1962-07-28,08HA011,1962/07/28,5.21
1962-07-29,08HA011,1962/07/29,4.67
1962-07-30,08HA011,1962/07/30,4.93
1962-07-31,08HA011,1962/07/31,4.67
1962-08-01,08HA011,1962/08/01,4.76
1962-08-02,08HA011,1962/08/02,5.1
1962-08-03,08HA011,1962/08/03,5.78
1962-08-04,08HA011,1962/08/04,6.68
1962-08-05,08HA011,1962/08/05,5.78
1962-08-06,08HA011,1962/08/06,6.34
1962-08-07,08HA011,1962/08/07,7.79
1962-08-08,08HA011,1962/08/08,7.65
1962-08-09,08HA011,1962/08/09,7.65
1962-08-10,08HA011,1962/08/10,10.2
1962-08-11,08HA011,1962/08/11,12.5
1962-08-12,08HA011,1962/08/12,11.8
1962-08-13,08HA011,1962/08/13,11.5
1962-08-14,08HA011,1962/08/14,11.2
1962-08-15,08HA011,1962/08/15,12.3
1962-08-16,08HA011,1962/08/16,12.1
1962-08-17,08HA011,1962/08/17,13.5
1962-08-18,08HA011,1962/08/18,14.8
1962-08-19,08HA011,1962/08/19,15.0
1962-08-20,08HA011,1962/08/20,15.2
1962-08-21,08HA011,1962/08/21,16.7
1962-08-22,08HA011,1962/08/22,17.6
1962-08-23,08HA011,1962/08/23,17.6
1962-08-24,08HA011,1962/08/24,16.9
1962-08-25,08HA011,1962/08/25,16.7
1962-08-26,08HA011,1962/08/26,16.5
1962-08-27,08HA011,1962/08/27,16.2
1962-08-28,08HA011,1962/08/28,15.2
1962-08-29,08HA011,1962/08/29,14.0
1962-08-30,08HA011,1962/08/30,14.0
1962-08-31,08HA011,1962/08/31,13.6
1962-09-01,08HA011,1962/09/01,13.5
1962-09-02,08HA011,1962/09/02,13.3
1962-09-03,08HA011,1962/09/03,13.1
1962-09-04,08HA011,1962/09/04,13.0
1962-09-05,08HA011,1962/09/05,11.5
1962-09-06,08HA011,1962/09/06,11.8
1962-09-07,08HA011,1962/09/07,11.5
1962-09-08,08HA011,1962/09/08,10.6
1962-09-09,08HA011,1962/09/09,10.2
1962-09-10,08HA011,1962/09/10,10.5
1962-09-11,08HA011,1962/09/11,10.1
1962-09-12,08HA011,1962/09/12,9.49
1962-09-13,08HA011,1962/09/13,10.3
1962-09-14,08HA011,1962/09/14,10.9
1962-09-15,08HA011,1962/09/15,10.2
1962-09-16,08HA011,1962/09/16,9.63
1962-09-17,08HA011,1962/09/17,9.06
1962-09-18,08HA011,1962/09/18,8.78
1962-09-19,08HA011,1962/09/19,6.68
1962-09-20,08HA011,1962/09/20,8.35
1962-09-21,08HA011,1962/09/21,8.21
1962-09-22,08HA011,1962/09/22,8.07
1962-09-23,08HA011,1962/09/23,7.5
1962-09-24,08HA011,1962/09/24,7.25
1962-09-25,08HA011,1962/09/25,7.14
1962-09-26,08HA011,1962/09/26,6.8
1962-09-27,08HA011,1962/09/27,7.02
1962-09-28,08HA011,1962/09/28,8.5
1962-09-29,08HA011,1962/09/29,9.49
1962-09-30,08HA011,1962/09/30,10.2
1962-10-01,08HA011,1962/10/01,10.6
1962-10-02,08HA011,1962/10/02,10.9
1962-10-03,08HA011,1962/10/03,11.5
1962-10-04,08HA011,1962/10/04,11.8
1962-10-05,08HA011,1962/10/05,12.1
1962-10-06,08HA011,1962/10/06,12.8
1962-10-07,08HA011,1962/10/07,13.1
1962-10-08,08HA011,1962/10/08,20.6
1962-10-09,08HA011,1962/10/09,26.6
1962-10-10,08HA011,1962/10/10,25.6
1962-10-11,08HA011,1962/10/11,27.4
1962-10-12,08HA011,1962/10/12,43.9
1962-10-13,08HA011,1962/10/13,77.9
1962-10-14,08HA011,1962/10/14,68.0
1962-10-15,08HA011,1962/10/15,62.0
1962-10-16,08HA011,1962/10/16,59.7
1962-10-17,08HA011,1962/10/17,56.6
1962-10-18,08HA011,1962/10/18,54.4
1962-10-19,08HA011,1962/10/19,51.5
1962-10-20,08HA011,1962/10/20,49.0
1962-10-21,08HA011,1962/10/21,46.7
1962-10-22,08HA011,1962/10/22,45.6
1962-10-23,08HA011,1962/10/23,43.9
1962-10-24,08HA011,1962/10/24,44.2
1962-10-25,08HA011,1962/10/25,44.5
1962-10-26,08HA011,1962/10/26,44.2
1962-10-27,08HA011,1962/10/27,40.5
1962-10-28,08HA011,1962/10/28,35.4
1962-10-29,08HA011,1962/10/29,34.3
1962-10-30,08HA011,1962/10/30,33.4
1962-10-31,08HA011,1962/10/31,32.0
1962-11-01,08HA011,1962/11/01,30.9
1962-11-02,08HA011,1962/11/02,30.0
1962-11-03,08HA011,1962/11/03,29.2
1962-11-04,08HA011,1962/11/04,31.4
1962-11-05,08HA011,1962/11/05,35.7
1962-11-06,08HA011,1962/11/06,36.2
1962-11-07,08HA011,1962/11/07,35.7
1962-11-08,08HA011,1962/11/08,43.0
1962-11-09,08HA011,1962/11/09,49.0
1962-11-10,08HA011,1962/11/10,56.6
1962-11-11,08HA011,1962/11/11,70.8
1962-11-12,08HA011,1962/11/12,73.6
1962-11-13,08HA011,1962/11/13,79.9
1962-11-14,08HA011,1962/11/14,88.3
1962-11-15,08HA011,1962/11/15,87.5
1962-11-16,08HA011,1962/11/16,85.8
1962-11-17,08HA011,1962/11/17,84.4
1962-11-18,08HA011,1962/11/18,79.9
1962-11-19,08HA011,1962/11/19,204.0
1962-11-20,08HA011,1962/11/20,184.0
1962-11-21,08HA011,1962/11/21,157.0
1962-11-22,08HA011,1962/11/22,149.0
1962-11-23,08HA011,1962/11/23,133.0
1962-11-24,08HA011,1962/11/24,176.0
1962-11-25,08HA011,1962/11/25,242.0
1962-11-26,08HA011,1962/11/26,219.0
1962-11-27,08HA011,1962/11/27,195.0
1962-11-28,08HA011,1962/11/28,177.0
1962-11-29,08HA011,1962/11/29,168.0
1962-11-30,08HA011,1962/11/30,162.0
1962-12-01,08HA011,1962/12/01,154.0
1962-12-02,08HA011,1962/12/02,151.0
1962-12-03,08HA011,1962/12/03,138.0
1962-12-04,08HA011,1962/12/04,133.0
1962-12-05,08HA011,1962/12/05,201.0
1962-12-06,08HA011,1962/12/06,173.0
1962-12-07,08HA011,1962/12/07,162.0
1962-12-08,08HA011,1962/12/08,158.0
1962-12-09,08HA011,1962/12/09,151.0
1962-12-10,08HA011,1962/12/10,138.0
1962-12-11,08HA011,1962/12/11,131.0
1962-12-12,08HA011,1962/12/12,121.0
1962-12-13,08HA011,1962/12/13,119.0
1962-12-14,08HA011,1962/12/14,141.0
1962-12-15,08HA011,1962/12/15,181.0
1962-12-16,08HA011,1962/12/16,173.0
1962-12-17,08HA011,1962/12/17,162.0
1962-12-18,08HA011,1962/12/18,149.0
1962-12-19,08HA011,1962/12/19,138.0
1962-12-20,08HA011,1962/12/20,131.0
1962-12-21,08HA011,1962/12/21,121.0
1962-12-22,08HA011,1962/12/22,115.0
1962-12-23,08HA011,1962/12/23,108.0
1962-12-24,08HA011,1962/12/24,103.0
1962-12-25,08HA011,1962/12/25,98.3
1962-12-26,08HA011,1962/12/26,92.6
1962-12-27,08HA011,1962/12/27,131.0
1962-12-28,08HA011,1962/12/28,138.0
1962-12-29,08HA011,1962/12/29,173.0
1962-12-30,08HA011,1962/12/30,204.0
1962-12-31,08HA011,1962/12/31,165.0
1963-01-01,08HA011,1963/01/01,306.0
1963-01-02,08HA011,1963/01/02,216.0
1963-01-03,08HA011,1963/01/03,193.0
1963-01-04,08HA011,1963/01/04,176.0
1963-01-05,08HA011,1963/01/05,159.0
1963-01-06,08HA011,1963/01/06,149.0
1963-01-07,08HA011,1963/01/07,133.0
1963-01-08,08HA011,1963/01/08,124.0
1963-01-09,08HA011,1963/01/09,115.0
1963-01-10,08HA011,1963/01/10,106.0
1963-01-11,08HA011,1963/01/11,94.6
1963-01-12,08HA011,1963/01/12,88.3
1963-01-13,08HA011,1963/01/13,82.1
1963-01-14,08HA011,1963/01/14,77.9
1963-01-15,08HA011,1963/01/15,71.9
1963-01-16,08HA011,1963/01/16,68.0
1963-01-17,08HA011,1963/01/17,64.0
1963-01-18,08HA011,1963/01/18,58.3
1963-01-19,08HA011,1963/01/19,54.4
1963-01-20,08HA011,1963/01/20,51.5
1963-01-21,08HA011,1963/01/21,47.6
1963-01-22,08HA011,1963/01/22,44.5
1963-01-23,08HA011,1963/01/23,41.9
1963-01-24,08HA011,1963/01/24,39.6
1963-01-25,08HA011,1963/01/25,36.8
1963-01-26,08HA011,1963/01/26,35.1
1963-01-27,08HA011,1963/01/27,34.0
1963-01-28,08HA011,1963/01/28,32.3
1963-01-29,08HA011,1963/01/29,31.1
1963-01-30,08HA011,1963/01/30,29.7
1963-01-31,08HA011,1963/01/31,29.2
1963-02-01,08HA011,1963/02/01,28.3
1963-02-02,08HA011,1963/02/02,29.2
1963-02-03,08HA011,1963/02/03,64.0
1963-02-04,08HA011,1963/02/04,165.0
1963-02-05,08HA011,1963/02/05,144.0
1963-02-06,08HA011,1963/02/06,195.0
1963-02-07,08HA011,1963/02/07,176.0
1963-02-08,08HA011,1963/02/08,159.0
1963-02-09,08HA011,1963/02/09,149.0
1963-02-10,08HA011,1963/02/10,133.0
1963-02-11,08HA011,1963/02/11,124.0
1963-02-12,08HA011,1963/02/12,110.0
1963-02-13,08HA011,1963/02/13,106.0
1963-02-14,08HA011,1963/02/14,100.0
1963-02-15,08HA011,1963/02/15,92.6
1963-02-16,08HA011,1963/02/16,84.1
1963-02-17,08HA011,1963/02/17,84.1
1963-02-18,08HA011,1963/02/18,77.9
1963-02-19,08HA011,1963/02/19,79.0
1963-02-20,08HA011,1963/02/20,79.9
1963-02-21,08HA011,1963/02/21,76.7
1963-02-22,08HA011,1963/02/22,71.9
1963-02-23,08HA011,1963/02/23,68.0
1963-02-24,08HA011,1963/02/24,66.0
1963-02-25,08HA011,1963/02/25,96.8
1963-02-26,08HA011,1963/02/26,90.6
1963-02-27,08HA011,1963/02/27,84.1
1963-02-28,08HA011,1963/02/28,82.1
1963-03-01,08HA011,1963/03/01,75.9
1963-03-02,08HA011,1963/03/02,71.9
1963-03-03,08HA011,1963/03/03,69.9
1963-03-04,08HA011,1963/03/04,66.0
1963-03-05,08HA011,1963/03/05,60.0
1963-03-06,08HA011,1963/03/06,56.1
1963-03-07,08HA011,1963/03/07,54.9
1963-03-08,08HA011,1963/03/08,51.5
1963-03-09,08HA011,1963/03/09,48.1
1963-03-10,08HA011,1963/03/10,45.6
1963-03-11,08HA011,1963/03/11,43.9
1963-03-12,08HA011,1963/03/12,41.1
1963-03-13,08HA011,1963/03/13,38.2
1963-03-14,08HA011,1963/03/14,38.2
1963-03-15,08HA011,1963/03/15,36.8
1963-03-16,08HA011,1963/03/16,35.7
1963-03-17,08HA011,1963/03/17,33.4
1963-03-18,08HA011,1963/03/18,33.4
1963-03-19,08HA011,1963/03/19,33.4
1963-03-20,08HA011,1963/03/20,43.9
1963-03-21,08HA011,1963/03/21,46.7
1963-03-22,08HA011,1963/03/22,46.7
1963-03-23,08HA011,1963/03/23,49.8
1963-03-24,08HA011,1963/03/24,53.2
1963-03-25,08HA011,1963/03/25,54.9
1963-03-26,08HA011,1963/03/26,56.6
1963-03-27,08HA011,1963/03/27,60.0
1963-03-28,08HA011,1963/03/28,64.0
1963-03-29,08HA011,1963/03/29,68.0
1963-03-30,08HA011,1963/03/30,71.9
1963-03-31,08HA011,1963/03/31,68.0
1963-04-01,08HA011,1963/04/01,64.0
1963-04-02,08HA011,1963/04/02,60.0
1963-04-03,08HA011,1963/04/03,64.0
1963-04-04,08HA011,1963/04/04,66.0
1963-04-05,08HA011,1963/04/05,68.0
1963-04-06,08HA011,1963/04/06,69.9
1963-04-07,08HA011,1963/04/07,71.9
1963-04-08,08HA011,1963/04/08,71.9
1963-04-09,08HA011,1963/04/09,69.9
1963-04-10,08HA011,1963/04/10,68.0
1963-04-11,08HA011,1963/04/11,64.0
1963-04-12,08HA011,1963/04/12,60.0
1963-04-13,08HA011,1963/04/13,60.0
1963-04-14,08HA011,1963/04/14,60.0
1963-04-15,08HA011,1963/04/15,64.0
1963-04-16,08HA011,1963/04/16,62.0
1963-04-17,08HA011,1963/04/17,62.0
1963-04-18,08HA011,1963/04/18,58.3
1963-04-19,08HA011,1963/04/19,56.6
1963-04-20,08HA011,1963/04/20,53.2
1963-04-21,08HA011,1963/04/21,51.5
1963-04-22,08HA011,1963/04/22,49.3
1963-04-23,08HA011,1963/04/23,47.6
1963-04-24,08HA011,1963/04/24,45.9
1963-04-25,08HA011,1963/04/25,43.9
1963-04-26,08HA011,1963/04/26,42.5
1963-04-27,08HA011,1963/04/27,40.2
1963-04-28,08HA011,1963/04/28,38.2
1963-04-29,08HA011,1963/04/29,37.7
1963-04-30,08HA011,1963/04/30,36.8
1963-05-01,08HA011,1963/05/01,33.4
1963-05-02,08HA011,1963/05/02,36.8
1963-05-03,08HA011,1963/05/03,33.4
1963-05-04,08HA011,1963/05/04,21.0
1963-05-05,08HA011,1963/05/05,38.2
1963-05-06,08HA011,1963/05/06,53.2
1963-05-07,08HA011,1963/05/07,54.9
1963-05-08,08HA011,1963/05/08,53.2
