, ID,Date,Q_cms
1985-02-02,08HA011,1985/02/02,25.0
1985-02-03,08HA011,1985/02/03,23.9
1985-02-04,08HA011,1985/02/04,23.2
1985-02-05,08HA011,1985/02/05,23.0
1985-02-06,08HA011,1985/02/06,22.7
1985-02-07,08HA011,1985/02/07,23.3
1985-02-08,08HA011,1985/02/08,22.3
1985-02-09,08HA011,1985/02/09,21.9
1985-02-10,08HA011,1985/02/10,22.1
1985-02-11,08HA011,1985/02/11,30.4
1985-02-12,08HA011,1985/02/12,35.5
1985-02-13,08HA011,1985/02/13,33.7
1985-02-14,08HA011,1985/02/14,33.5
1985-02-15,08HA011,1985/02/15,38.2
1985-02-16,08HA011,1985/02/16,37.1
1985-02-17,08HA011,1985/02/17,35.9
1985-02-18,08HA011,1985/02/18,34.9
1985-02-19,08HA011,1985/02/19,34.3
1985-02-20,08HA011,1985/02/20,35.5
1985-02-21,08HA011,1985/02/21,35.5
1985-02-22,08HA011,1985/02/22,36.0
1985-02-23,08HA011,1985/02/23,37.1
1985-02-24,08HA011,1985/02/24,41.2
1985-02-25,08HA011,1985/02/25,41.1
1985-02-26,08HA011,1985/02/26,40.0
1985-02-27,08HA011,1985/02/27,38.6
1985-02-28,08HA011,1985/02/28,37.6
1985-03-01,08HA011,1985/03/01,37.9
1985-03-02,08HA011,1985/03/02,37.0
1985-03-03,08HA011,1985/03/03,36.0
1985-03-04,08HA011,1985/03/04,36.6
1985-03-05,08HA011,1985/03/05,36.0
1985-03-06,08HA011,1985/03/06,35.7
1985-03-07,08HA011,1985/03/07,35.0
1985-03-08,08HA011,1985/03/08,33.3
1985-03-09,08HA011,1985/03/09,31.6
1985-03-10,08HA011,1985/03/10,31.0
1985-03-11,08HA011,1985/03/11,30.1
1985-03-12,08HA011,1985/03/12,29.3
1985-03-13,08HA011,1985/03/13,28.8
1985-03-14,08HA011,1985/03/14,28.4
1985-03-15,08HA011,1985/03/15,27.8
1985-03-16,08HA011,1985/03/16,27.3
1985-03-17,08HA011,1985/03/17,26.8
1985-03-18,08HA011,1985/03/18,24.8
1985-03-19,08HA011,1985/03/19,23.0
1985-03-20,08HA011,1985/03/20,23.4
1985-03-21,08HA011,1985/03/21,23.6
1985-03-22,08HA011,1985/03/22,24.6
1985-03-23,08HA011,1985/03/23,29.2
1985-03-24,08HA011,1985/03/24,33.1
1985-03-25,08HA011,1985/03/25,32.8
1985-03-26,08HA011,1985/03/26,32.1
1985-03-27,08HA011,1985/03/27,32.4
1985-03-28,08HA011,1985/03/28,31.5
1985-03-29,08HA011,1985/03/29,30.2
1985-03-30,08HA011,1985/03/30,31.6
1985-03-31,08HA011,1985/03/31,35.3
1985-04-01,08HA011,1985/04/01,42.6
1985-04-02,08HA011,1985/04/02,51.1
1985-04-03,08HA011,1985/04/03,52.0
1985-04-04,08HA011,1985/04/04,59.0
1985-04-05,08HA011,1985/04/05,49.0
1985-04-06,08HA011,1985/04/06,40.0
1985-04-07,08HA011,1985/04/07,42.0
1985-04-08,08HA011,1985/04/08,43.0
1985-04-09,08HA011,1985/04/09,45.0
1985-04-10,08HA011,1985/04/10,48.0
1985-04-11,08HA011,1985/04/11,54.0
1985-04-12,08HA011,1985/04/12,61.1
1985-04-13,08HA011,1985/04/13,66.1
1985-04-14,08HA011,1985/04/14,66.6
1985-04-15,08HA011,1985/04/15,65.7
1985-04-16,08HA011,1985/04/16,64.0
1985-04-17,08HA011,1985/04/17,61.7
1985-04-18,08HA011,1985/04/18,60.1
1985-04-19,08HA011,1985/04/19,57.8
1985-04-20,08HA011,1985/04/20,55.2
1985-04-21,08HA011,1985/04/21,52.1
1985-04-22,08HA011,1985/04/22,49.3
1985-04-23,08HA011,1985/04/23,47.9
1985-04-24,08HA011,1985/04/24,45.9
1985-04-25,08HA011,1985/04/25,44.1
1985-04-26,08HA011,1985/04/26,44.6
1985-04-27,08HA011,1985/04/27,51.6
1985-04-28,08HA011,1985/04/28,53.3
1985-04-29,08HA011,1985/04/29,52.8
1985-04-30,08HA011,1985/04/30,52.7
1985-05-01,08HA011,1985/05/01,50.8
1985-05-02,08HA011,1985/05/02,48.1
1985-05-03,08HA011,1985/05/03,48.2
1985-05-04,08HA011,1985/05/04,49.8
1985-05-05,08HA011,1985/05/05,48.8
1985-05-06,08HA011,1985/05/06,47.8
1985-05-07,08HA011,1985/05/07,48.4
1985-05-08,08HA011,1985/05/08,47.3
1985-05-09,08HA011,1985/05/09,46.3
1985-05-10,08HA011,1985/05/10,44.8
1985-05-11,08HA011,1985/05/11,43.2
1985-05-12,08HA011,1985/05/12,41.0
1985-05-13,08HA011,1985/05/13,40.0
1985-05-14,08HA011,1985/05/14,35.0
1985-05-15,08HA011,1985/05/15,32.0
1985-05-16,08HA011,1985/05/16,29.0
1985-05-17,08HA011,1985/05/17,30.0
1985-05-18,08HA011,1985/05/18,31.0
1985-05-19,08HA011,1985/05/19,30.5
1985-05-20,08HA011,1985/05/20,30.0
1985-05-21,08HA011,1985/05/21,29.0
1985-05-22,08HA011,1985/05/22,30.0
1985-05-23,08HA011,1985/05/23,29.0
1985-05-24,08HA011,1985/05/24,28.0
1985-05-25,08HA011,1985/05/25,28.0
1985-05-26,08HA011,1985/05/26,27.5
1985-05-27,08HA011,1985/05/27,27.0
1985-05-28,08HA011,1985/05/28,25.0
1985-05-29,08HA011,1985/05/29,24.0
1985-05-30,08HA011,1985/05/30,23.5
1985-05-31,08HA011,1985/05/31,22.0
1985-06-01,08HA011,1985/06/01,19.0
1985-06-02,08HA011,1985/06/02,15.0
1985-06-03,08HA011,1985/06/03,12.0
1985-06-04,08HA011,1985/06/04,10.0
1985-06-05,08HA011,1985/06/05,8.66
1985-06-06,08HA011,1985/06/06,9.15
1985-06-07,08HA011,1985/06/07,10.0
1985-06-08,08HA011,1985/06/08,9.64
1985-06-09,08HA011,1985/06/09,9.08
1985-06-10,08HA011,1985/06/10,8.68
1985-06-11,08HA011,1985/06/11,8.03
1985-06-12,08HA011,1985/06/12,8.05
1985-06-13,08HA011,1985/06/13,7.42
1985-06-14,08HA011,1985/06/14,7.5
1985-06-15,08HA011,1985/06/15,7.63
1985-06-16,08HA011,1985/06/16,7.45
1985-06-17,08HA011,1985/06/17,7.18
1985-06-18,08HA011,1985/06/18,6.34
1985-06-19,08HA011,1985/06/19,6.42
1985-06-20,08HA011,1985/06/20,6.28
1985-06-21,08HA011,1985/06/21,6.27
1985-06-22,08HA011,1985/06/22,6.47
1985-06-23,08HA011,1985/06/23,6.27
1985-06-24,08HA011,1985/06/24,7.87
1985-06-25,08HA011,1985/06/25,7.58
1985-06-26,08HA011,1985/06/26,7.75
1985-06-27,08HA011,1985/06/27,7.78
1985-06-28,08HA011,1985/06/28,7.74
1985-06-29,08HA011,1985/06/29,7.48
1985-06-30,08HA011,1985/06/30,7.98
1985-07-01,08HA011,1985/07/01,7.79
1985-07-02,08HA011,1985/07/02,7.57
1985-07-03,08HA011,1985/07/03,7.56
1985-07-04,08HA011,1985/07/04,7.48
1985-07-05,08HA011,1985/07/05,7.79
1985-07-06,08HA011,1985/07/06,7.6
1985-07-07,08HA011,1985/07/07,7.41
1985-07-08,08HA011,1985/07/08,7.41
1985-07-09,08HA011,1985/07/09,7.21
1985-07-10,08HA011,1985/07/10,5.85
1985-07-11,08HA011,1985/07/11,5.51
1985-07-12,08HA011,1985/07/12,5.49
1985-07-13,08HA011,1985/07/13,5.59
1985-07-14,08HA011,1985/07/14,5.25
1985-07-15,08HA011,1985/07/15,5.58
1985-07-16,08HA011,1985/07/16,5.63
1985-07-17,08HA011,1985/07/17,5.42
1985-07-18,08HA011,1985/07/18,5.59
1985-07-19,08HA011,1985/07/19,5.48
1985-07-20,08HA011,1985/07/20,4.69
1985-07-21,08HA011,1985/07/21,4.19
1985-07-22,08HA011,1985/07/22,4.03
1985-07-23,08HA011,1985/07/23,4.01
1985-07-24,08HA011,1985/07/24,4.14
1985-07-25,08HA011,1985/07/25,3.9
1985-07-26,08HA011,1985/07/26,3.82
1985-07-27,08HA011,1985/07/27,3.9
1985-07-28,08HA011,1985/07/28,3.7
1985-07-29,08HA011,1985/07/29,3.8
1985-07-30,08HA011,1985/07/30,4.21
1985-07-31,08HA011,1985/07/31,3.79
1985-08-01,08HA011,1985/08/01,3.85
1985-08-02,08HA011,1985/08/02,3.99
1985-08-03,08HA011,1985/08/03,3.79
1985-08-04,08HA011,1985/08/04,3.67
1985-08-05,08HA011,1985/08/05,3.86
1985-08-06,08HA011,1985/08/06,3.86
1985-08-07,08HA011,1985/08/07,4.77
1985-08-08,08HA011,1985/08/08,4.75
1985-08-09,08HA011,1985/08/09,3.79
1985-08-10,08HA011,1985/08/10,3.84
1985-08-11,08HA011,1985/08/11,3.94
1985-08-12,08HA011,1985/08/12,3.85
1985-08-13,08HA011,1985/08/13,3.97
1985-08-14,08HA011,1985/08/14,4.04
1985-08-15,08HA011,1985/08/15,4.37
1985-08-16,08HA011,1985/08/16,3.88
1985-08-17,08HA011,1985/08/17,3.75
1985-08-18,08HA011,1985/08/18,3.86
1985-08-19,08HA011,1985/08/19,3.93
1985-08-20,08HA011,1985/08/20,3.72
1985-08-21,08HA011,1985/08/21,3.65
1985-08-22,08HA011,1985/08/22,3.48
1985-08-23,08HA011,1985/08/23,3.94
1985-08-24,08HA011,1985/08/24,3.82
1985-08-25,08HA011,1985/08/25,3.68
1985-08-26,08HA011,1985/08/26,3.78
1985-08-27,08HA011,1985/08/27,3.84
1985-08-28,08HA011,1985/08/28,3.85
1985-08-29,08HA011,1985/08/29,3.36
1985-08-30,08HA011,1985/08/30,3.77
1985-08-31,08HA011,1985/08/31,3.74
1985-09-01,08HA011,1985/09/01,3.89
1985-09-02,08HA011,1985/09/02,5.9
1985-09-03,08HA011,1985/09/03,5.19
1985-09-04,08HA011,1985/09/04,4.33
1985-09-05,08HA011,1985/09/05,4.48
1985-09-06,08HA011,1985/09/06,4.18
1985-09-07,08HA011,1985/09/07,3.92
1985-09-08,08HA011,1985/09/08,3.92
1985-09-09,08HA011,1985/09/09,3.78
1985-09-10,08HA011,1985/09/10,4.77
1985-09-11,08HA011,1985/09/11,5.53
1985-09-12,08HA011,1985/09/12,5.54
1985-09-13,08HA011,1985/09/13,5.99
1985-09-14,08HA011,1985/09/14,6.41
1985-09-15,08HA011,1985/09/15,5.96
1985-09-16,08HA011,1985/09/16,6.09
1985-09-17,08HA011,1985/09/17,6.24
1985-09-18,08HA011,1985/09/18,6.45
1985-09-19,08HA011,1985/09/19,6.46
1985-09-20,08HA011,1985/09/20,6.34
1985-09-21,08HA011,1985/09/21,6.24
1985-09-22,08HA011,1985/09/22,6.18
1985-09-23,08HA011,1985/09/23,6.19
1985-09-24,08HA011,1985/09/24,6.26
1985-09-25,08HA011,1985/09/25,7.76
1985-09-26,08HA011,1985/09/26,7.93
1985-09-27,08HA011,1985/09/27,8.01
1985-09-28,08HA011,1985/09/28,8.07
1985-09-29,08HA011,1985/09/29,8.09
1985-09-30,08HA011,1985/09/30,8.07
1985-10-01,08HA011,1985/10/01,7.79
1985-10-02,08HA011,1985/10/02,7.61
1985-10-03,08HA011,1985/10/03,7.81
1985-10-04,08HA011,1985/10/04,7.86
1985-10-05,08HA011,1985/10/05,8.01
1985-10-06,08HA011,1985/10/06,7.88
1985-10-07,08HA011,1985/10/07,7.91
1985-10-08,08HA011,1985/10/08,8.05
1985-10-09,08HA011,1985/10/09,8.1
1985-10-10,08HA011,1985/10/10,8.44
1985-10-11,08HA011,1985/10/11,10.5
1985-10-12,08HA011,1985/10/12,9.9
1985-10-13,08HA011,1985/10/13,10.3
1985-10-14,08HA011,1985/10/14,10.9
1985-10-15,08HA011,1985/10/15,11.5
1985-10-16,08HA011,1985/10/16,13.1
1985-10-17,08HA011,1985/10/17,14.5
1985-10-18,08HA011,1985/10/18,16.3
1985-10-19,08HA011,1985/10/19,23.4
1985-10-20,08HA011,1985/10/20,29.3
1985-10-21,08HA011,1985/10/21,33.5
1985-10-22,08HA011,1985/10/22,49.4
1985-10-23,08HA011,1985/10/23,52.6
1985-10-24,08HA011,1985/10/24,54.9
1985-10-25,08HA011,1985/10/25,57.5
1985-10-26,08HA011,1985/10/26,59.7
1985-10-27,08HA011,1985/10/27,72.5
1985-10-28,08HA011,1985/10/28,73.3
1985-10-29,08HA011,1985/10/29,69.1
1985-10-30,08HA011,1985/10/30,72.4
1985-10-31,08HA011,1985/10/31,70.6
1985-11-01,08HA011,1985/11/01,78.3
1985-11-02,08HA011,1985/11/02,86.2
1985-11-03,08HA011,1985/11/03,86.4
1985-11-04,08HA011,1985/11/04,83.5
1985-11-05,08HA011,1985/11/05,81.5
1985-11-06,08HA011,1985/11/06,80.8
1985-11-07,08HA011,1985/11/07,79.1
1985-11-08,08HA011,1985/11/08,75.9
1985-11-09,08HA011,1985/11/09,73.6
1985-11-10,08HA011,1985/11/10,70.3
1985-11-11,08HA011,1985/11/11,66.8
1985-11-12,08HA011,1985/11/12,63.1
1985-11-13,08HA011,1985/11/13,60.2
1985-11-14,08HA011,1985/11/14,57.5
1985-11-15,08HA011,1985/11/15,59.6
1985-11-16,08HA011,1985/11/16,58.8
1985-11-17,08HA011,1985/11/17,56.2
1985-11-18,08HA011,1985/11/18,53.8
1985-11-19,08HA011,1985/11/19,52.0
1985-11-20,08HA011,1985/11/20,47.7
1985-11-21,08HA011,1985/11/21,45.0
1985-11-22,08HA011,1985/11/22,44.5
1985-11-23,08HA011,1985/11/23,43.0
1985-11-24,08HA011,1985/11/24,41.5
1985-11-25,08HA011,1985/11/25,40.0
1985-11-26,08HA011,1985/11/26,38.5
1985-11-27,08HA011,1985/11/27,37.0
1985-11-28,08HA011,1985/11/28,36.0
1985-11-29,08HA011,1985/11/29,34.5
1985-11-30,08HA011,1985/11/30,33.6
1985-12-01,08HA011,1985/12/01,32.6
1985-12-02,08HA011,1985/12/02,31.4
1985-12-03,08HA011,1985/12/03,30.8
1985-12-04,08HA011,1985/12/04,30.8
1985-12-05,08HA011,1985/12/05,35.0
1985-12-06,08HA011,1985/12/06,44.2
1985-12-07,08HA011,1985/12/07,50.4
1985-12-08,08HA011,1985/12/08,55.0
1985-12-09,08HA011,1985/12/09,56.0
1985-12-10,08HA011,1985/12/10,55.5
1985-12-11,08HA011,1985/12/11,54.0
1985-12-12,08HA011,1985/12/12,52.0
1985-12-13,08HA011,1985/12/13,50.0
1985-12-14,08HA011,1985/12/14,47.0
1985-12-15,08HA011,1985/12/15,44.0
1985-12-16,08HA011,1985/12/16,41.5
1985-12-17,08HA011,1985/12/17,39.0
1985-12-18,08HA011,1985/12/18,36.5
1985-12-19,08HA011,1985/12/19,34.5
1985-12-20,08HA011,1985/12/20,34.6
1985-12-21,08HA011,1985/12/21,33.7
1985-12-22,08HA011,1985/12/22,32.7
1985-12-23,08HA011,1985/12/23,32.0
1985-12-24,08HA011,1985/12/24,32.0
1985-12-25,08HA011,1985/12/25,31.7
1985-12-26,08HA011,1985/12/26,30.9
1985-12-27,08HA011,1985/12/27,29.3
1985-12-28,08HA011,1985/12/28,28.2
1985-12-29,08HA011,1985/12/29,27.4
1985-12-30,08HA011,1985/12/30,26.6
1985-12-31,08HA011,1985/12/31,26.6
1986-01-01,08HA011,1986/01/01,27.8
1986-01-02,08HA011,1986/01/02,26.3
1986-01-03,08HA011,1986/01/03,25.7
1986-01-04,08HA011,1986/01/04,24.7
1986-01-05,08HA011,1986/01/05,26.8
1986-01-06,08HA011,1986/01/06,33.5
1986-01-07,08HA011,1986/01/07,32.4
1986-01-08,08HA011,1986/01/08,52.3
1986-01-09,08HA011,1986/01/09,55.6
1986-01-10,08HA011,1986/01/10,65.3
1986-01-11,08HA011,1986/01/11,76.6
1986-01-12,08HA011,1986/01/12,69.4
1986-01-13,08HA011,1986/01/13,65.8
1986-01-14,08HA011,1986/01/14,66.5
1986-01-15,08HA011,1986/01/15,67.3
1986-01-16,08HA011,1986/01/16,74.2
1986-01-17,08HA011,1986/01/17,88.8
1986-01-18,08HA011,1986/01/18,191.0
1986-01-19,08HA011,1986/01/19,360.0
1986-01-20,08HA011,1986/01/20,400.0
1986-01-21,08HA011,1986/01/21,380.0
1986-01-22,08HA011,1986/01/22,360.0
1986-01-23,08HA011,1986/01/23,350.0
1986-01-24,08HA011,1986/01/24,330.0
1986-01-25,08HA011,1986/01/25,280.0
1986-01-26,08HA011,1986/01/26,240.0
1986-01-27,08HA011,1986/01/27,230.0
1986-01-28,08HA011,1986/01/28,200.0
1986-01-29,08HA011,1986/01/29,190.0
1986-01-30,08HA011,1986/01/30,180.0
1986-01-31,08HA011,1986/01/31,160.0
1986-02-01,08HA011,1986/02/01,150.0
1986-02-02,08HA011,1986/02/02,140.0
1986-02-03,08HA011,1986/02/03,130.0
1986-02-04,08HA011,1986/02/04,120.0
1986-02-05,08HA011,1986/02/05,115.0
1986-02-06,08HA011,1986/02/06,110.0
1986-02-07,08HA011,1986/02/07,107.0
1986-02-08,08HA011,1986/02/08,105.0
1986-02-09,08HA011,1986/02/09,103.0
1986-02-10,08HA011,1986/02/10,100.0
1986-02-11,08HA011,1986/02/11,98.0
1986-02-12,08HA011,1986/02/12,96.0
1986-02-13,08HA011,1986/02/13,94.0
1986-02-14,08HA011,1986/02/14,88.0
1986-02-15,08HA011,1986/02/15,84.0
1986-02-16,08HA011,1986/02/16,80.0
1986-02-17,08HA011,1986/02/17,76.0
1986-02-18,08HA011,1986/02/18,74.0
1986-02-19,08HA011,1986/02/19,71.0
1986-02-20,08HA011,1986/02/20,66.0
1986-02-21,08HA011,1986/02/21,63.0
1986-02-22,08HA011,1986/02/22,60.0
1986-02-23,08HA011,1986/02/23,66.0
1986-02-24,08HA011,1986/02/24,100.0
1986-02-25,08HA011,1986/02/25,157.0
1986-02-26,08HA011,1986/02/26,201.0
1986-02-27,08HA011,1986/02/27,183.0
1986-02-28,08HA011,1986/02/28,170.0
1986-03-01,08HA011,1986/03/01,156.0
1986-03-02,08HA011,1986/03/02,145.0
1986-03-03,08HA011,1986/03/03,135.0
1986-03-04,08HA011,1986/03/04,127.0
1986-03-05,08HA011,1986/03/05,118.0
1986-03-06,08HA011,1986/03/06,112.0
1986-03-07,08HA011,1986/03/07,120.0
1986-03-08,08HA011,1986/03/08,121.0
1986-03-09,08HA011,1986/03/09,115.0
1986-03-10,08HA011,1986/03/10,111.0
1986-03-11,08HA011,1986/03/11,108.0
1986-03-12,08HA011,1986/03/12,104.0
1986-03-13,08HA011,1986/03/13,101.0
1986-03-14,08HA011,1986/03/14,97.4
1986-03-15,08HA011,1986/03/15,93.6
1986-03-16,08HA011,1986/03/16,90.7
1986-03-17,08HA011,1986/03/17,85.7
1986-03-18,08HA011,1986/03/18,81.2
1986-03-19,08HA011,1986/03/19,77.3
1986-03-20,08HA011,1986/03/20,72.9
1986-03-21,08HA011,1986/03/21,73.8
1986-03-22,08HA011,1986/03/22,72.6
1986-03-23,08HA011,1986/03/23,70.7
1986-03-24,08HA011,1986/03/24,74.5
1986-03-25,08HA011,1986/03/25,76.3
1986-03-26,08HA011,1986/03/26,96.5
1986-03-27,08HA011,1986/03/27,116.0
1986-03-28,08HA011,1986/03/28,118.0
1986-03-29,08HA011,1986/03/29,112.0
1986-03-30,08HA011,1986/03/30,106.0
1986-03-31,08HA011,1986/03/31,101.0
1986-04-01,08HA011,1986/04/01,95.4
1986-04-02,08HA011,1986/04/02,90.2
1986-04-03,08HA011,1986/04/03,86.0
1986-04-04,08HA011,1986/04/04,82.3
1986-04-05,08HA011,1986/04/05,77.6
1986-04-06,08HA011,1986/04/06,72.8
1986-04-07,08HA011,1986/04/07,68.8
1986-04-08,08HA011,1986/04/08,65.1
1986-04-09,08HA011,1986/04/09,60.8
1986-04-10,08HA011,1986/04/10,56.1
1986-04-11,08HA011,1986/04/11,53.1
1986-04-12,08HA011,1986/04/12,50.8
1986-04-13,08HA011,1986/04/13,47.8
1986-04-14,08HA011,1986/04/14,45.4
1986-04-15,08HA011,1986/04/15,42.7
1986-04-16,08HA011,1986/04/16,40.6
1986-04-17,08HA011,1986/04/17,38.3
1986-04-18,08HA011,1986/04/18,36.9
1986-04-19,08HA011,1986/04/19,35.9
1986-04-20,08HA011,1986/04/20,35.8
1986-04-21,08HA011,1986/04/21,35.7
1986-04-22,08HA011,1986/04/22,35.0
1986-04-23,08HA011,1986/04/23,33.2
1986-04-24,08HA011,1986/04/24,32.3
1986-04-25,08HA011,1986/04/25,32.5
1986-04-26,08HA011,1986/04/26,32.2
1986-04-27,08HA011,1986/04/27,33.8
1986-04-28,08HA011,1986/04/28,33.1
1986-04-29,08HA011,1986/04/29,32.9
1986-04-30,08HA011,1986/04/30,32.6
1986-05-01,08HA011,1986/05/01,32.5
1986-05-02,08HA011,1986/05/02,33.2
1986-05-03,08HA011,1986/05/03,32.6
1986-05-04,08HA011,1986/05/04,31.8
1986-05-05,08HA011,1986/05/05,31.6
1986-05-06,08HA011,1986/05/06,31.3
1986-05-07,08HA011,1986/05/07,26.6
1986-05-08,08HA011,1986/05/08,25.3
1986-05-09,08HA011,1986/05/09,24.1
1986-05-10,08HA011,1986/05/10,23.3
1986-05-11,08HA011,1986/05/11,23.0
1986-05-12,08HA011,1986/05/12,25.3
1986-05-13,08HA011,1986/05/13,38.0
1986-05-14,08HA011,1986/05/14,42.5
1986-05-15,08HA011,1986/05/15,44.4
1986-05-16,08HA011,1986/05/16,46.0
1986-05-17,08HA011,1986/05/17,46.3
1986-05-18,08HA011,1986/05/18,50.1
1986-05-19,08HA011,1986/05/19,55.5
1986-05-20,08HA011,1986/05/20,61.0
1986-05-21,08HA011,1986/05/21,63.1
1986-05-22,08HA011,1986/05/22,61.4
1986-05-23,08HA011,1986/05/23,57.6
1986-05-24,08HA011,1986/05/24,57.3
1986-05-25,08HA011,1986/05/25,62.5
1986-05-26,08HA011,1986/05/26,67.6
1986-05-27,08HA011,1986/05/27,68.1
1986-05-28,08HA011,1986/05/28,65.9
1986-05-29,08HA011,1986/05/29,62.9
1986-05-30,08HA011,1986/05/30,59.3
1986-05-31,08HA011,1986/05/31,54.9
1986-06-01,08HA011,1986/06/01,51.3
1986-06-02,08HA011,1986/06/02,46.7
1986-06-03,08HA011,1986/06/03,41.7
1986-06-04,08HA011,1986/06/04,36.7
1986-06-05,08HA011,1986/06/05,31.5
1986-06-06,08HA011,1986/06/06,28.6
1986-06-07,08HA011,1986/06/07,26.1
1986-06-08,08HA011,1986/06/08,25.1
1986-06-09,08HA011,1986/06/09,23.8
1986-06-10,08HA011,1986/06/10,19.4
1986-06-11,08HA011,1986/06/11,16.3
1986-06-12,08HA011,1986/06/12,13.5
1986-06-13,08HA011,1986/06/13,10.3
1986-06-14,08HA011,1986/06/14,7.97
1986-06-15,08HA011,1986/06/15,7.7
1986-06-16,08HA011,1986/06/16,7.99
1986-06-17,08HA011,1986/06/17,7.65
1986-06-18,08HA011,1986/06/18,7.47
1986-06-19,08HA011,1986/06/19,7.65
1986-06-20,08HA011,1986/06/20,7.7
1986-06-21,08HA011,1986/06/21,7.74
1986-06-22,08HA011,1986/06/22,7.54
1986-06-23,08HA011,1986/06/23,7.32
1986-06-24,08HA011,1986/06/24,7.03
1986-06-25,08HA011,1986/06/25,6.9
1986-06-26,08HA011,1986/06/26,6.68
1986-06-27,08HA011,1986/06/27,6.78
1986-06-28,08HA011,1986/06/28,6.9
1986-06-29,08HA011,1986/06/29,7.04
1986-06-30,08HA011,1986/06/30,6.81
1986-07-01,08HA011,1986/07/01,7.34
1986-07-02,08HA011,1986/07/02,8.34
1986-07-03,08HA011,1986/07/03,12.5
1986-07-04,08HA011,1986/07/04,8.24
1986-07-05,08HA011,1986/07/05,6.98
1986-07-06,08HA011,1986/07/06,6.64
1986-07-07,08HA011,1986/07/07,6.59
1986-07-08,08HA011,1986/07/08,6.54
1986-07-09,08HA011,1986/07/09,6.53
1986-07-10,08HA011,1986/07/10,6.45
1986-07-11,08HA011,1986/07/11,6.65
1986-07-12,08HA011,1986/07/12,6.71
1986-07-13,08HA011,1986/07/13,6.44
1986-07-14,08HA011,1986/07/14,6.25
1986-07-15,08HA011,1986/07/15,7.09
1986-07-16,08HA011,1986/07/16,6.86
1986-07-17,08HA011,1986/07/17,6.8
1986-07-18,08HA011,1986/07/18,8.28
1986-07-19,08HA011,1986/07/19,7.78
1986-07-20,08HA011,1986/07/20,7.92
1986-07-21,08HA011,1986/07/21,8.08
1986-07-22,08HA011,1986/07/22,9.28
1986-07-23,08HA011,1986/07/23,10.6
1986-07-24,08HA011,1986/07/24,10.4
1986-07-25,08HA011,1986/07/25,11.0
1986-07-26,08HA011,1986/07/26,10.9
1986-07-27,08HA011,1986/07/27,10.7
1986-07-28,08HA011,1986/07/28,10.8
1986-07-29,08HA011,1986/07/29,10.0
1986-07-30,08HA011,1986/07/30,9.91
1986-07-31,08HA011,1986/07/31,10.9
1986-08-01,08HA011,1986/08/01,10.2
1986-08-02,08HA011,1986/08/02,8.65
1986-08-03,08HA011,1986/08/03,8.2
1986-08-04,08HA011,1986/08/04,7.95
1986-08-05,08HA011,1986/08/05,7.34
1986-08-06,08HA011,1986/08/06,5.14
1986-08-07,08HA011,1986/08/07,4.86
1986-08-08,08HA011,1986/08/08,5.43
1986-08-09,08HA011,1986/08/09,6.35
1986-08-10,08HA011,1986/08/10,6.36
1986-08-11,08HA011,1986/08/11,6.1
1986-08-12,08HA011,1986/08/12,6.74
1986-08-13,08HA011,1986/08/13,6.72
1986-08-14,08HA011,1986/08/14,6.48
1986-08-15,08HA011,1986/08/15,4.95
1986-08-16,08HA011,1986/08/16,4.06
1986-08-17,08HA011,1986/08/17,4.06
1986-08-18,08HA011,1986/08/18,3.88
1986-08-19,08HA011,1986/08/19,4.09
1986-08-20,08HA011,1986/08/20,4.06
1986-08-21,08HA011,1986/08/21,4.16
1986-08-22,08HA011,1986/08/22,4.07
1986-08-23,08HA011,1986/08/23,4.11
1986-08-24,08HA011,1986/08/24,4.0
1986-08-25,08HA011,1986/08/25,4.0
1986-08-26,08HA011,1986/08/26,3.99
1986-08-27,08HA011,1986/08/27,3.8
1986-08-28,08HA011,1986/08/28,3.66
1986-08-29,08HA011,1986/08/29,3.88
1986-08-30,08HA011,1986/08/30,3.97
1986-08-31,08HA011,1986/08/31,3.82
1986-09-01,08HA011,1986/09/01,5.33
1986-09-02,08HA011,1986/09/02,4.57
1986-09-03,08HA011,1986/09/03,4.51
1986-09-04,08HA011,1986/09/04,4.26
1986-09-05,08HA011,1986/09/05,4.2
1986-09-06,08HA011,1986/09/06,3.96
1986-09-07,08HA011,1986/09/07,3.88
1986-09-08,08HA011,1986/09/08,3.9
1986-09-09,08HA011,1986/09/09,4.1
1986-09-10,08HA011,1986/09/10,4.89
1986-09-11,08HA011,1986/09/11,4.58
1986-09-12,08HA011,1986/09/12,4.45
1986-09-13,08HA011,1986/09/13,4.59
1986-09-14,08HA011,1986/09/14,4.38
1986-09-15,08HA011,1986/09/15,4.5
1986-09-16,08HA011,1986/09/16,5.11
1986-09-17,08HA011,1986/09/17,7.19
1986-09-18,08HA011,1986/09/18,7.1
1986-09-19,08HA011,1986/09/19,7.19
1986-09-20,08HA011,1986/09/20,7.03
1986-09-21,08HA011,1986/09/21,6.91
1986-09-22,08HA011,1986/09/22,7.54
1986-09-23,08HA011,1986/09/23,7.72
1986-09-24,08HA011,1986/09/24,7.96
1986-09-25,08HA011,1986/09/25,7.49
1986-09-26,08HA011,1986/09/26,7.43
1986-09-27,08HA011,1986/09/27,7.42
1986-09-28,08HA011,1986/09/28,7.1
1986-09-29,08HA011,1986/09/29,7.57
1986-09-30,08HA011,1986/09/30,7.27
1986-10-01,08HA011,1986/10/01,6.99
1986-10-02,08HA011,1986/10/02,6.97
